"GeneID"	"GeneSymbol"	"TaxID"	"OrigTaxID"	"OrigGeneID"	"OrigGeneSymbol"	"OrigGeneName"
"51816"	"51816"	"ADA2"	9606	9606	"51816"	"ADA2"	"adenosine deaminase 2"
"2524"	"2524"	"FUT2"	9606	9606	"2524"	"FUT2"	"fucosyltransferase 2"
"93010"	"93010"	"B3GNT7"	9606	9606	"93010"	"B3GNT7"	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"
"644919"	"644919"	"LINC02315"	9606	9606	"644919"	"LINC02315"	"long intergenic non-protein coding RNA 2315"
"140545"	"140545"	"RNF32"	9606	9606	"140545"	"RNF32"	"ring finger protein 32"
"170961"	"170961"	"ANKRD24"	9606	9606	"170961"	"ANKRD24"	"ankyrin repeat domain 24"
"55805"	"55805"	"LRP2BP"	9606	9606	"55805"	"LRP2BP"	"LRP2 binding protein"
"222256"	"222256"	"CDHR3"	9606	9606	"222256"	"CDHR3"	"cadherin related family member 3"
"2894"	"2894"	"GRID1"	9606	9606	"2894"	"GRID1"	"glutamate ionotropic receptor delta type subunit 1"
"2900"	"2900"	"GRIK4"	9606	9606	"2900"	"GRIK4"	"glutamate ionotropic receptor kainate type subunit 4"
"100507316"	"100507316"	"MINCR"	9606	9606	"100507316"	"MINCR"	"MYC-induced long non-coding RNA"
"147"	"147"	"ADRA1B"	9606	9606	"147"	"ADRA1B"	"adrenoceptor alpha 1B"
"84182"	"84182"	"MINDY4"	9606	9606	"84182"	"MINDY4"	"MINDY lysine 48 deubiquitinase 4"
"729970"	"729970"	"LOC729970"	9606	9606	"729970"	"LOC729970"	"hCG2028352-like"
"345462"	"345462"	"ZNF879"	9606	9606	"345462"	"ZNF879"	"zinc finger protein 879"
"148113"	"148113"	"CILP2"	9606	9606	"148113"	"CILP2"	"cartilage intermediate layer protein 2"
"101059936"	"101059936"	"-"	9606	9606	"101059936"	"-"	"-"
"11247"	"11247"	"NXPH4"	9606	9606	"11247"	"NXPH4"	"neurexophilin 4"
"148252"	"148252"	"DIRAS1"	9606	9606	"148252"	"DIRAS1"	"DIRAS family GTPase 1"
"8318"	"8318"	"CDC45"	9606	9606	"8318"	"CDC45"	"cell division cycle 45"
"101927371"	NA	NA	NA	9606	"101927371"	"-"	"-"
"8425"	"8425"	"LTBP4"	9606	9606	"8425"	"LTBP4"	"latent transforming growth factor beta binding protein 4"
"100506436"	"100506436"	"SPAG5-AS1"	9606	9606	"100506436"	"SPAG5-AS1"	"SPAG5 antisense RNA 1"
"79705"	"79705"	"LRRK1"	9606	9606	"79705"	"LRRK1"	"leucine rich repeat kinase 1"
"79854"	"79854"	"LINC00115"	9606	9606	"79854"	"LINC00115"	"long intergenic non-protein coding RNA 115"
"344887"	"344887"	"NMRAL2P"	9606	9606	"344887"	"NMRAL2P"	"NmrA like redox sensor 2, pseudogene"
"100652770"	"100652770"	"DSG2-AS1"	9606	9606	"100652770"	"DSG2-AS1"	"DSG2 antisense RNA 1"
"101927595"	"101927595"	"-"	9606	9606	"101927595"	"-"	"-"
"101928745"	"101928745"	"LL21NC02-21A1.1"	9606	9606	"101928745"	"LL21NC02-21A1.1"	"uncharacterized LL21NC02-21A1.1"
"85300"	"85300"	"ATCAY"	9606	9606	"85300"	"ATCAY"	"ATCAY, caytaxin"
"100505678"	"100505678"	"STARD4-AS1"	9606	9606	"100505678"	"STARD4-AS1"	"STARD4 antisense RNA 1"
"255743"	"255743"	"NPNT"	9606	9606	"255743"	"NPNT"	"nephronectin"
"441108"	"441108"	"C5orf56"	9606	9606	"441108"	"C5orf56"	"chromosome 5 open reading frame 56"
"101926967"	"101926967"	"LOC101926967"	9606	9606	"101926967"	"LOC101926967"	"uncharacterized LOC101926967"
"1959"	"1959"	"EGR2"	9606	9606	"1959"	"EGR2"	"early growth response 2"
"102724532"	"102724532"	"LOC102724532"	9606	9606	"102724532"	"LOC102724532"	"uncharacterized LOC102724532"
"58512"	"58512"	"DLGAP3"	9606	9606	"58512"	"DLGAP3"	"DLG associated protein 3"
"266747"	"266747"	"RGL4"	9606	9606	"266747"	"RGL4"	"ral guanine nucleotide dissociation stimulator like 4"
"29800"	"29800"	"ZDHHC1"	9606	9606	"29800"	"ZDHHC1"	"zinc finger DHHC-type containing 1"
"6456"	"6456"	"SH3GL2"	9606	9606	"6456"	"SH3GL2"	"SH3 domain containing GRB2 like 2, endophilin A1"
"102724286"	NA	NA	NA	NA	"102724286"	NA	NA
"27040"	"27040"	"LAT"	9606	9606	"27040"	"LAT"	"linker for activation of T cells"
"199223"	"199223"	"TTC21A"	9606	9606	"199223"	"TTC21A"	"tetratricopeptide repeat domain 21A"
"647033"	"647033"	"PA2G4P4"	9606	9606	"647033"	"PA2G4P4"	"proliferation-associated 2G4 pseudogene 4"
"220108"	"220108"	"FAM124A"	9606	9606	"220108"	"FAM124A"	"family with sequence similarity 124 member A"
"256329"	"256329"	"LMNTD2"	9606	9606	"256329"	"LMNTD2"	"lamin tail domain containing 2"
"100113386"	"100113386"	"UCKL1-AS1"	9606	9606	"100113386"	"UCKL1-AS1"	"UCKL1 antisense RNA 1"
"197358"	"197358"	"NLRC3"	9606	9606	"197358"	"NLRC3"	"NLR family CARD domain containing 3"
"9911"	"9911"	"TMCC2"	9606	9606	"9911"	"TMCC2"	"transmembrane and coiled-coil domain family 2"
"102723722"	"102723722"	"LOC102723722"	9606	9606	"102723722"	"LOC102723722"	"uncharacterized LOC102723722"
"4130"	"4130"	"MAP1A"	9606	9606	"4130"	"MAP1A"	"microtubule associated protein 1A"
"147650"	"147650"	"SPACA6"	9606	9606	"147650"	"SPACA6"	"sperm acrosome associated 6"
"197259"	"197259"	"MLKL"	9606	9606	"197259"	"MLKL"	"mixed lineage kinase domain like pseudokinase"
"5896"	"5896"	"RAG1"	9606	9606	"5896"	"RAG1"	"recombination activating 1"
"56475"	"56475"	"RPRM"	9606	9606	"56475"	"RPRM"	"reprimo, TP53 dependent G2 arrest mediator homolog"
"395"	"395"	"ARHGAP6"	9606	9606	"395"	"ARHGAP6"	"Rho GTPase activating protein 6"
"349196"	"349196"	"LINC00965"	9606	9606	"349196"	"LINC00965"	"long intergenic non-protein coding RNA 965"
"100533184"	"100533184"	"ARHGAP19-SLIT1"	9606	9606	"100533184"	"ARHGAP19-SLIT1"	"ARHGAP19-SLIT1 readthrough (NMD candidate)"
"53616"	"53616"	"ADAM22"	9606	9606	"53616"	"ADAM22"	"ADAM metallopeptidase domain 22"
"6716"	"6716"	"SRD5A2"	9606	9606	"6716"	"SRD5A2"	"steroid 5 alpha-reductase 2"
"126567"	"126567"	"C2CD4C"	9606	9606	"126567"	"C2CD4C"	"C2 calcium dependent domain containing 4C"
"116285"	"116285"	"ACSM1"	9606	9606	"116285"	"ACSM1"	"acyl-CoA synthetase medium chain family member 1"
"606551"	"606551"	"UBE2MP1"	9606	9606	"606551"	"UBE2MP1"	"ubiquitin conjugating enzyme E2 M pseudogene 1"
"3957"	"3957"	"LGALS2"	9606	9606	"3957"	"LGALS2"	"galectin 2"
"3762"	"3762"	"KCNJ5"	9606	9606	"3762"	"KCNJ5"	"potassium voltage-gated channel subfamily J member 5"
"399669"	"399669"	"ZNF321P"	9606	9606	"399669"	"ZNF321P"	"zinc finger protein 321, pseudogene"
"145226"	"145226"	"RDH12"	9606	9606	"145226"	"RDH12"	"retinol dehydrogenase 12"
"100506084"	"100506084"	"ARL17B"	9606	9606	"100506084"	"ARL17B"	"ADP ribosylation factor like GTPase 17B"
"284498"	"284498"	"C1orf167"	9606	9606	"284498"	"C1orf167"	"chromosome 1 open reading frame 167"
"284486"	"284486"	"THEM5"	9606	9606	"284486"	"THEM5"	"thioesterase superfamily member 5"
"100133545"	"100133545"	"MRPL23-AS1"	9606	9606	"100133545"	"MRPL23-AS1"	"MRPL23 antisense RNA 1"
"2212"	"2212"	"FCGR2A"	9606	9606	"2212"	"FCGR2A"	"Fc fragment of IgG receptor IIa"
"23090"	"23090"	"ZNF423"	9606	9606	"23090"	"ZNF423"	"zinc finger protein 423"
"7103"	"7103"	"TSPAN8"	9606	9606	"7103"	"TSPAN8"	"tetraspanin 8"
"84898"	"84898"	"PLXDC2"	9606	9606	"84898"	"PLXDC2"	"plexin domain containing 2"
"128178"	"128178"	"EDARADD"	9606	9606	"128178"	"EDARADD"	"EDAR associated death domain"
"341676"	"341676"	"NEK5"	9606	9606	"341676"	"NEK5"	"NIMA related kinase 5"
"389102"	NA	NA	NA	9606	"389102"	"-"	"-"
"114757"	"114757"	"CYGB"	9606	9606	"114757"	"CYGB"	"cytoglobin"
"101929335"	"101929335"	"ADAMTS9-AS1"	9606	9606	"101929335"	"ADAMTS9-AS1"	"ADAMTS9 antisense RNA 1"
"102725016"	"102725016"	"-"	9606	9606	"102725016"	"-"	"-"
"392617"	"392617"	"ELFN1"	9606	9606	"392617"	"ELFN1"	"extracellular leucine rich repeat and fibronectin type III domain containing 1"
"101929086"	"101929086"	"LINC01447"	9606	9606	"101929086"	"LINC01447"	"long intergenic non-protein coding RNA 1447"
"100287902"	"100287902"	"LGALS8-AS1"	9606	9606	"100287902"	"LGALS8-AS1"	"LGALS8 antisense RNA 1"
"101060181"	"101060181"	"-"	9606	9606	"101060181"	"-"	"-"
"388499"	"388499"	"LYPLA2P2"	9606	9606	"388499"	"LYPLA2P2"	"lysophospholipase II pseudogene 2"
"374650"	"374650"	"GOLGA6L5P"	9606	9606	"374650"	"GOLGA6L5P"	"golgin A6 family-like 5, pseudogene"
"100526825"	"100526825"	"INMT-MINDY4"	9606	9606	"100526825"	"INMT-MINDY4"	"INMT-MINDY4 readthrough (NMD candidate)"
"342184"	"342184"	"FMN1"	9606	9606	"342184"	"FMN1"	"formin 1"
"30832"	"30832"	"ZNF354C"	9606	9606	"30832"	"ZNF354C"	"zinc finger protein 354C"
"80115"	"80115"	"BAIAP2L2"	9606	9606	"80115"	"BAIAP2L2"	"BAI1 associated protein 2 like 2"
"7434"	"7434"	"VIPR2"	9606	9606	"7434"	"VIPR2"	"vasoactive intestinal peptide receptor 2"
"26272"	"26272"	"FBXO4"	9606	9606	"26272"	"FBXO4"	"F-box protein 4"
"64403"	"64403"	"CDH24"	9606	9606	"64403"	"CDH24"	"cadherin 24"
"340152"	"340152"	"ZC3H12D"	9606	9606	"340152"	"ZC3H12D"	"zinc finger CCCH-type containing 12D"
"389813"	"389813"	"AJM1"	9606	9606	"389813"	"AJM1"	"apical junction component 1 homolog"
"27284"	"27284"	"SULT1B1"	9606	9606	"27284"	"SULT1B1"	"sulfotransferase family 1B member 1"
"54943"	"54943"	"DNAJC28"	9606	9606	"54943"	"DNAJC28"	"DnaJ heat shock protein family (Hsp40) member C28"
"675"	"675"	"BRCA2"	9606	9606	"675"	"BRCA2"	"BRCA2, DNA repair associated"
"2676"	"2676"	"GFRA3"	9606	9606	"2676"	"GFRA3"	"GDNF family receptor alpha 3"
"752"	"752"	"FMNL1"	9606	9606	"752"	"FMNL1"	"formin like 1"
"763"	"763"	"CA5A"	9606	9606	"763"	"CA5A"	"carbonic anhydrase 5A"
"54752"	"54752"	"FNDC8"	9606	9606	"54752"	"FNDC8"	"fibronectin type III domain containing 8"
"163227"	"163227"	"ZNF100"	9606	9606	"163227"	"ZNF100"	"zinc finger protein 100"
"924"	"924"	"CD7"	9606	9606	"924"	"CD7"	"CD7 molecule"
"54584"	"54584"	"GNB1L"	9606	9606	"54584"	"GNB1L"	"G protein subunit beta 1 like"
"1557"	"1557"	"CYP2C19"	9606	9606	"1557"	"CYP2C19"	"cytochrome P450 family 2 subfamily C member 19"
"116071"	"116071"	"BATF2"	9606	9606	"116071"	"BATF2"	"basic leucine zipper ATF-like transcription factor 2"
"1825"	"1825"	"DSC3"	9606	9606	"1825"	"DSC3"	"desmocollin 3"
"284751"	"284751"	"LINC01270"	9606	9606	"284751"	"LINC01270"	"long intergenic non-protein coding RNA 1270"
"9254"	"9254"	"CACNA2D2"	9606	9606	"9254"	"CACNA2D2"	"calcium voltage-gated channel auxiliary subunit alpha2delta 2"
"493861"	"493861"	"EID3"	9606	9606	"493861"	"EID3"	"EP300 interacting inhibitor of differentiation 3"
"100132215"	"100132215"	"LOC100132215"	9606	9606	"100132215"	"LOC100132215"	"uncharacterized LOC100132215"
"149840"	"149840"	"SHLD1"	9606	9606	"149840"	"SHLD1"	"shieldin complex subunit 1"
"9610"	"9610"	"RIN1"	9606	9606	"9610"	"RIN1"	"Ras and Rab interactor 1"
"2256"	"2256"	"FGF11"	9606	9606	"2256"	"FGF11"	"fibroblast growth factor 11"
"50855"	"50855"	"PARD6A"	9606	9606	"50855"	"PARD6A"	"par-6 family cell polarity regulator alpha"
"219790"	"219790"	"RTKN2"	9606	9606	"219790"	"RTKN2"	"rhotekin 2"
"139189"	"139189"	"DGKK"	9606	9606	"139189"	"DGKK"	"diacylglycerol kinase kappa"
"83959"	"83959"	"SLC4A11"	9606	9606	"83959"	"SLC4A11"	"solute carrier family 4 member 11"
"81706"	"81706"	"PPP1R14C"	9606	9606	"81706"	"PPP1R14C"	"protein phosphatase 1 regulatory inhibitor subunit 14C"
"285195"	"285195"	"SLC9A9"	9606	9606	"285195"	"SLC9A9"	"solute carrier family 9 member A9"
"256536"	"256536"	"TCERG1L"	9606	9606	"256536"	"TCERG1L"	"transcription elongation regulator 1 like"
"84879"	"84879"	"MFSD2A"	9606	9606	"84879"	"MFSD2A"	"major facilitator superfamily domain containing 2A"
"101928022"	"101928022"	"LINC01214"	9606	9606	"101928022"	"LINC01214"	"long intergenic non-protein coding RNA 1214"
"101928061"	NA	NA	NA	9606	"101928061"	"-"	"-"
"353219"	"353219"	"KAAG1"	9606	9606	"353219"	"KAAG1"	"kidney associated antigen 1"
"441089"	"441089"	"CRSP8P"	9606	9606	"441089"	"CRSP8P"	"mediator complex subunit 27 pseudogene"
"102724175"	"102724175"	"-"	9606	9606	"102724175"	"-"	"-"
"729375"	"729375"	"FAM86HP"	9606	9606	"729375"	"FAM86HP"	"family with sequence similarity 86, member A pseudogene"
"388165"	"388165"	"UBE2Q2P1"	9606	9606	"388165"	"UBE2Q2P1"	"ubiquitin conjugating enzyme E2 Q2 pseudogene 1"
"26864"	"26864"	"-"	9606	9606	"26864"	"-"	"RNA, variant U1 small nuclear 7"
"645513"	"645513"	"LOC645513"	9606	9606	"645513"	"LOC645513"	"septin 7 pseudogene"
"157773"	"157773"	"C8orf48"	9606	9606	"157773"	"C8orf48"	"chromosome 8 open reading frame 48"
"7739"	"7739"	"ZNF185"	9606	9606	"7739"	"ZNF185"	"zinc finger protein 185 with LIM domain"
"143903"	"143903"	"LAYN"	9606	9606	"143903"	"LAYN"	"layilin"
"27085"	"27085"	"MTBP"	9606	9606	"27085"	"MTBP"	"MDM2 binding protein"
"102724788"	"102724788"	"LOC102724788"	9606	9606	"102724788"	"LOC102724788"	"proline dehydrogenase 1, mitochondrial"
"102724642"	"102724642"	"LOC102724642"	9606	9606	"102724642"	"LOC102724642"	"anaphase-promoting complex subunit 1-like"
"54958"	"54958"	"TMEM160"	9606	9606	"54958"	"TMEM160"	"transmembrane protein 160"
"9902"	"9902"	"MRC2"	9606	9606	"9902"	"MRC2"	"mannose receptor C type 2"
"2625"	"2625"	"GATA3"	9606	9606	"2625"	"GATA3"	"GATA binding protein 3"
"652968"	"652968"	"CASTOR1"	9606	9606	"652968"	"CASTOR1"	"cytosolic arginine sensor for mTORC1 subunit 1"
"147670"	"147670"	"SMIM17"	9606	9606	"147670"	"SMIM17"	"small integral membrane protein 17"
"828"	"828"	"CAPS"	9606	9606	"828"	"CAPS"	"calcyphosine"
"56548"	"56548"	"CHST7"	9606	9606	"56548"	"CHST7"	"carbohydrate sulfotransferase 7"
"60677"	"60677"	"CELF6"	9606	9606	"60677"	"CELF6"	"CUGBP Elav-like family member 6"
"100131755"	"100131755"	"ARMCX4"	9606	9606	"100131755"	"ARMCX4"	"armadillo repeat containing X-linked 4"
"199800"	"199800"	"ADM5"	9606	9606	"199800"	"ADM5"	"adrenomedullin 5 (putative)"
"3198"	"3198"	"HOXA1"	9606	9606	"3198"	"HOXA1"	"homeobox A1"
"399474"	"399474"	"TMEM200B"	9606	9606	"399474"	"TMEM200B"	"transmembrane protein 200B"
"149345"	"149345"	"SHISA4"	9606	9606	"149345"	"SHISA4"	"shisa family member 4"
"642934"	"642934"	"CERNA2"	9606	9606	"642934"	"CERNA2"	"competing endogenous lncRNA 2 for microRNA let-7b"
"56992"	"56992"	"KIF15"	9606	9606	"56992"	"KIF15"	"kinesin family member 15"
"78995"	"78995"	"C17orf53"	9606	9606	"78995"	"C17orf53"	"chromosome 17 open reading frame 53"
"338094"	"338094"	"FAM151A"	9606	9606	"338094"	"FAM151A"	"family with sequence similarity 151 member A"
"3549"	"3549"	"IHH"	9606	9606	"3549"	"IHH"	"indian hedgehog"
"345630"	"345630"	"FBLL1"	9606	9606	"345630"	"FBLL1"	"fibrillarin like 1"
"84518"	"84518"	"CNFN"	9606	9606	"84518"	"CNFN"	"cornifelin"
"283922"	"283922"	"LOC283922"	9606	9606	"283922"	"LOC283922"	"pyruvate dehydrogenase phosphatase regulatory subunit pseudogene"
"79819"	"79819"	"WDR78"	9606	9606	"79819"	"WDR78"	"WD repeat domain 78"
"101928505"	"101928505"	"LOC101928505"	9606	9606	"101928505"	"LOC101928505"	"uncharacterized LOC101928505"
"144455"	"144455"	"E2F7"	9606	9606	"144455"	"E2F7"	"E2F transcription factor 7"
"100506860"	"100506860"	"LINC00513"	9606	9606	"100506860"	"LINC00513"	"long intergenic non-protein coding RNA 513"
"101929802"	"101929802"	"LOC101929802"	9606	9606	"101929802"	"LOC101929802"	"uncharacterized LOC101929802"
"340359"	"340359"	"KLHL38"	9606	9606	"340359"	"KLHL38"	"kelch like family member 38"
"100289511"	"100289511"	"LOC100289511"	9606	9606	"100289511"	"LOC100289511"	"uncharacterized LOC100289511"
"150291"	"150291"	"MORC2-AS1"	9606	9606	"150291"	"MORC2-AS1"	"MORC2 antisense RNA 1"
"90523"	"90523"	"MLIP"	9606	9606	"90523"	"MLIP"	"muscular LMNA interacting protein"
"6579"	"6579"	"SLCO1A2"	9606	9606	"6579"	"SLCO1A2"	"solute carrier organic anion transporter family member 1A2"
"171019"	"171019"	"ADAMTS19"	9606	9606	"171019"	"ADAMTS19"	"ADAM metallopeptidase with thrombospondin type 1 motif 19"
"126231"	"126231"	"ZNF573"	9606	9606	"126231"	"ZNF573"	"zinc finger protein 573"
"7696"	"7696"	"ZNF137P"	9606	9606	"7696"	"ZNF137P"	"zinc finger protein 137, pseudogene"
"400867"	"400867"	"LOC400867"	9606	9606	"400867"	"LOC400867"	"uncharacterized LOC400867"
"81930"	"81930"	"KIF18A"	9606	9606	"81930"	"KIF18A"	"kinesin family member 18A"
"119467"	"119467"	"CLRN3"	9606	9606	"119467"	"CLRN3"	"clarin 3"
"26257"	"26257"	"NKX2-8"	9606	9606	"26257"	"NKX2-8"	"NK2 homeobox 8"
"119391"	"119391"	"GSTO2"	9606	9606	"119391"	"GSTO2"	"glutathione S-transferase omega 2"
"494141"	"494141"	"LOC494141"	9606	9606	"494141"	"LOC494141"	"solute carrier family 25 member 51 pseudogene"
"100653005"	NA	NA	NA	9606	"100653005"	"-"	"-"
"5645"	"5645"	"PRSS2"	9606	9606	"5645"	"PRSS2"	"serine protease 2"
"8637"	"8637"	"EIF4EBP3"	9606	9606	"8637"	"EIF4EBP3"	"eukaryotic translation initiation factor 4E binding protein 3"
"130733"	"130733"	"TMEM178A"	9606	9606	"130733"	"TMEM178A"	"transmembrane protein 178A"
"100874343"	"100874343"	"HS1BP3-IT1"	9606	9606	"100874343"	"HS1BP3-IT1"	"HS1BP3 intronic transcript 1"
"54596"	"54596"	"L1TD1"	9606	9606	"54596"	"L1TD1"	"LINE1 type transposase domain containing 1"
"5999"	"5999"	"RGS4"	9606	9606	"5999"	"RGS4"	"regulator of G protein signaling 4"
"1608"	"1608"	"DGKG"	9606	9606	"1608"	"DGKG"	"diacylglycerol kinase gamma"
"51281"	"51281"	"ANKMY1"	9606	9606	"51281"	"ANKMY1"	"ankyrin repeat and MYND domain containing 1"
"55165"	"55165"	"CEP55"	9606	9606	"55165"	"CEP55"	"centrosomal protein 55"
"9098"	"9098"	"USP6"	9606	9606	"9098"	"USP6"	"ubiquitin specific peptidase 6"
"728741"	"728741"	"NPIPB6"	9606	9606	"728741"	"NPIPB6"	"nuclear pore complex interacting protein family member B6"
"196872"	"196872"	"LINC00638"	9606	9606	"196872"	"LINC00638"	"long intergenic non-protein coding RNA 638"
"3784"	"3784"	"KCNQ1"	9606	9606	"3784"	"KCNQ1"	"potassium voltage-gated channel subfamily Q member 1"
"84808"	"84808"	"PERM1"	9606	9606	"84808"	"PERM1"	"PPARGC1 and ESRR induced regulator, muscle 1"
"9715"	"9715"	"FAM131B"	9606	9606	"9715"	"FAM131B"	"family with sequence similarity 131 member B"
"9700"	"9700"	"ESPL1"	9606	9606	"9700"	"ESPL1"	"extra spindle pole bodies like 1, separase"
"100506581"	"100506581"	"C16orf95"	9606	9606	"100506581"	"C16orf95"	"chromosome 16 open reading frame 95"
"114902"	"114902"	"C1QTNF5"	9606	9606	"114902"	"C1QTNF5"	"C1q and TNF related 5"
"400236"	"400236"	"FOXN3-AS1"	9606	9606	"400236"	"FOXN3-AS1"	"FOXN3 antisense RNA 1"
"101927720"	"101927720"	"ZNF793-AS1"	9606	9606	"101927720"	"ZNF793-AS1"	"ZNF793 antisense RNA 1 (head to head)"
"7093"	"7093"	"TLL2"	9606	9606	"7093"	"TLL2"	"tolloid like 2"
"101928099"	"101928099"	"PCAT7"	9606	9606	"101928099"	"PCAT7"	"prostate cancer associated transcript 7"
"441272"	"441272"	"SPDYE3"	9606	9606	"441272"	"SPDYE3"	"speedy/RINGO cell cycle regulator family member E3"
"102725009"	"102725009"	"LOC102725009"	9606	9606	"102725009"	"LOC102725009"	"putative inactive beta-glucuronidase-like protein SMA3"
"100287896"	"100287896"	"LOC100287896"	9606	9606	"100287896"	"LOC100287896"	"uncharacterized LOC100287896"
"100129961"	"100129961"	"CCNT2-AS1"	9606	9606	"100129961"	"CCNT2-AS1"	"CCNT2 antisense RNA 1"
"400673"	"400673"	"VMAC"	9606	9606	"400673"	"VMAC"	"vimentin type intermediate filament associated coiled-coil protein"
"5143"	"5143"	"PDE4C"	9606	9606	"5143"	"PDE4C"	"phosphodiesterase 4C"
"221336"	"221336"	"BEND6"	9606	9606	"221336"	"BEND6"	"BEN domain containing 6"
"654790"	"654790"	"PCP4L1"	9606	9606	"654790"	"PCP4L1"	"Purkinje cell protein 4 like 1"
"6275"	"6275"	"S100A4"	9606	9606	"6275"	"S100A4"	"S100 calcium binding protein A4"
"80164"	"80164"	"PRR36"	9606	9606	"80164"	"PRR36"	"proline rich 36"
"342372"	"342372"	"PKD1L3"	9606	9606	"342372"	"PKD1L3"	"polycystin 1 like 3, transient receptor potential channel interacting"
"340156"	"340156"	"MYLK4"	9606	9606	"340156"	"MYLK4"	"myosin light chain kinase family member 4"
"164633"	"164633"	"CABP7"	9606	9606	"164633"	"CABP7"	"calcium binding protein 7"
"102723564"	"102723564"	"LOC102723564"	9606	9606	"102723564"	"LOC102723564"	"uncharacterized LOC102723564"
"2630"	"2630"	"GBAP1"	9606	9606	"2630"	"GBAP1"	"glucosylceramidase beta pseudogene 1"
"130574"	"130574"	"LYPD6"	9606	9606	"130574"	"LYPD6"	"LY6/PLAUR domain containing 6"
"57549"	"57549"	"IGSF9"	9606	9606	"57549"	"IGSF9"	"immunoglobulin superfamily member 9"
"8708"	"8708"	"B3GALT1"	9606	9606	"8708"	"B3GALT1"	"beta-1,3-galactosyltransferase 1"
"101867536"	"101867536"	"PRNCR1"	9606	9606	"101867536"	"PRNCR1"	"prostate cancer associated non-coding RNA 1"
"4920"	"4920"	"ROR2"	9606	9606	"4920"	"ROR2"	"receptor tyrosine kinase like orphan receptor 2"
"1742"	"1742"	"DLG4"	9606	9606	"1742"	"DLG4"	"discs large MAGUK scaffold protein 4"
"10178"	"10178"	"TENM1"	9606	9606	"10178"	"TENM1"	"teneurin transmembrane protein 1"
"3142"	"3142"	"HLX"	9606	9606	"3142"	"HLX"	"H2.0 like homeobox"
"285755"	"285755"	"PPIL6"	9606	9606	"285755"	"PPIL6"	"peptidylprolyl isomerase like 6"
"339894"	"339894"	"LINC00880"	9606	9606	"339894"	"LINC00880"	"long intergenic non-protein coding RNA 880"
"284618"	"284618"	"RUSC1-AS1"	9606	9606	"284618"	"RUSC1-AS1"	"RUSC1 antisense RNA 1"
"3757"	"3757"	"KCNH2"	9606	9606	"3757"	"KCNH2"	"potassium voltage-gated channel subfamily H member 2"
"55345"	"55345"	"ZGRF1"	9606	9606	"55345"	"ZGRF1"	"zinc finger GRF-type containing 1"
"55336"	"55336"	"FBXL8"	9606	9606	"55336"	"FBXL8"	"F-box and leucine rich repeat protein 8"
"554251"	"554251"	"FBXO48"	9606	9606	"554251"	"FBXO48"	"F-box protein 48"
"11262"	"11262"	"SP140"	9606	9606	"11262"	"SP140"	"SP140 nuclear body protein"
"138948"	"138948"	"DBH-AS1"	9606	9606	"138948"	"DBH-AS1"	"DBH antisense RNA 1"
"100996291"	"100996291"	"LINC01993"	9606	9606	"100996291"	"LINC01993"	"long intergenic non-protein coding RNA 1993"
"84700"	"84700"	"MYO18B"	9606	9606	"84700"	"MYO18B"	"myosin XVIIIB"
"2201"	"2201"	"FBN2"	9606	9606	"2201"	"FBN2"	"fibrillin 2"
"100507602"	"100507602"	"TRIM52-AS1"	9606	9606	"100507602"	"TRIM52-AS1"	"TRIM52 antisense RNA 1 (head to head)"
"144321"	"144321"	"GLIPR1L2"	9606	9606	"144321"	"GLIPR1L2"	"GLIPR1 like 2"
"100506759"	"100506759"	"OR7E37P"	9606	9606	"100506759"	"OR7E37P"	"olfactory receptor family 7 subfamily E member 37 pseudogene"
"144406"	"144406"	"WDR66"	9606	9606	"144406"	"WDR66"	"WD repeat domain 66"
"100505761"	"100505761"	"RPARP-AS1"	9606	9606	"100505761"	"RPARP-AS1"	"RPARP antisense RNA 1"
"401115"	"401115"	"C4orf48"	9606	9606	"401115"	"C4orf48"	"chromosome 4 open reading frame 48"
"90134"	"90134"	"KCNH7"	9606	9606	"90134"	"KCNH7"	"potassium voltage-gated channel subfamily H member 7"
"641977"	"641977"	"SEPT7P2"	9606	9606	"641977"	"SEPT7P2"	"septin 7 pseudogene 2"
"101805492"	"101805492"	"CASC9"	9606	9606	"101805492"	"CASC9"	"cancer susceptibility 9"
"399972"	"399972"	"GSEC"	9606	9606	"399972"	"GSEC"	"G-quadruplex forming sequence containing lncRNA"
"1901"	"1901"	"S1PR1"	9606	9606	"1901"	"S1PR1"	"sphingosine-1-phosphate receptor 1"
"101060179"	"101060179"	"LOC101060179"	9606	9606	"101060179"	"LOC101060179"	"uncharacterized LOC101060179"
"133022"	"133022"	"TRAM1L1"	9606	9606	"133022"	"TRAM1L1"	"translocation associated membrane protein 1 like 1"
"102724354"	"102724354"	"LINC01669"	9606	9606	"102724354"	"LINC01669"	"long intergenic non-protein coding RNA 1669"
"342666"	"342666"	"LRRC37A11P"	9606	9606	"342666"	"LRRC37A11P"	"leucine rich repeat containing 37 member A11, pseudogene"
"103611081"	"103611081"	"LOC103611081"	9606	9606	"103611081"	"LOC103611081"	"uncharacterized LOC103611081"
"57146"	"57146"	"TMEM159"	9606	9606	"57146"	"TMEM159"	"transmembrane protein 159"
"286042"	"286042"	"FAM86B3P"	9606	9606	"286042"	"FAM86B3P"	"family with sequence similarity 86, member A pseudogene"
"113115"	"113115"	"MTFR2"	9606	9606	"113115"	"MTFR2"	"mitochondrial fission regulator 2"
